1.7,2
1.8,12
1.9,90
2,567
2.1,2259
2.2,6121
2.3,13833
2.4,25195
2.5,35807
2.6,41511
2.7,40784
2.8,36773
2.9,31500
3,26107
3.1,21708
3.2,20464
3.3,22994
3.4,26883
3.5,30703
3.6,32029
3.7,31392
3.8,26294
3.9,19254
4,12548
4.1,7935
4.2,4945
4.3,2953
4.4,1620
4.5,896
4.6,636
4.7,410
4.8,316
4.9,255
5,148
5.1,59
5.2,40
5.3,39
5.4,17
5.5,10
5.6,7
5.7,8
5.8,9
5.9,7
6,1
6.2,9
6.3,3
6.4,2
6.7,1
