1.8,3
1.9,12
2,81
2.1,365
2.2,1210
2.3,3228
2.4,7561
2.5,13885
2.6,19702
2.7,22735
2.8,25419
2.9,30836
3,35264
3.1,33739
3.2,25882
3.3,18973
3.4,16111
3.5,17745
3.6,21001
3.7,24774
3.8,27122
3.9,24367
4,17845
4.1,11108
4.2,6073
4.3,3221
4.4,1790
4.5,1271
4.6,974
4.7,788
4.8,612
4.9,472
5,417
5.1,233
5.2,141
5.3,69
5.4,57
5.5,43
5.6,44
5.7,36
5.8,38
5.9,28
6,21
6.1,10
6.2,9
6.3,3
6.4,2
6.7,1
